Date,Time,Site,Unit ID,User ID,F,DO %,DO mg/L,C-uS/cm,SAL-PSU,pH,ORP mV,Chl RFU,PE RFU
12/2/24,06:29:19AM,MiniOcean,,,75.2,-4044,-282.59,48642,32.44,8.02,161.2,3.05,9.17
12/2/24,06:44:19AM,MiniOcean,,,75.2,-1959.9,-136.97,48642,32.44,8.02,164.2,3.04,10.37
12/2/24,06:59:19AM,MiniOcean,,,75.2,61.8,4.32,48642,32.44,8.02,169.1,2.66,5.24
12/2/24,07:14:19AM,MiniOcean,,,75.2,1887.9,131.97,48636,32.45,8.03,173.1,3.27,7.38
12/2/24,07:29:19AM,MiniOcean,,,75.2,3512.3,245.51,48635,32.44,8.03,176.5,4.23,6.31
12/2/24,07:44:19AM,MiniOcean,,,75.2,5315.7,371.61,48632,32.45,8.03,179.1,3.31,7.54
12/2/24,07:59:19AM,MiniOcean,,,75.2,8046.9,562.44,48644,32.45,8.04,182.2,3.65,8.98
12/2/24,08:14:19AM,MiniOcean,,,75.3,14019.8,979.32,48674,32.45,8.05,183.3,2.01,7.24
12/2/24,08:29:19AM,MiniOcean,,,75.4,19959.3,1392.85,48729,32.44,8.07,185.1,4.07,15.54
12/2/24,08:44:19AM,MiniOcean,,,75.5,25835.2,1801.11,48785,32.44,8.08,187.9,4.09,13.54
12/2/24,08:59:19AM,MiniOcean,,,75.6,31369.3,2183.88,48860,32.44,8.1,190.4,3.99,11.82
12/2/24,09:30:37AM,R1,,,75.6,18183.1,1248.98,52048,34.84,7.91,170.6,1.61,7.39
12/2/24,09:32:51AM,R2,,,75.4,16569.6,1141.1,51774,34.72,7.93,172.4,1.28,2.95
12/2/24,03:23:13PM,MiniOcean,,,76.1,44103.5,3057.67,49003,32.35,8.09,202.3,0.94,2.95
12/4/24,01:45:09PM,R1,,,74.6,20648.9,1432.78,51355,34.75,7.91,164.5,0.75,1.22
12/4/24,01:47:17PM,R2,,,75.4,16625.5,1148.76,51089,34.23,7.87,163,0.84,0.69
12/4/24,02:30:09PM,MiniOcean,,,75.6,51025.4,3558.85,48519,32.2,8.11,187.4,0.87,0.68
12/5/24,01:09:17PM,R1,,,75.3,19705,1366.79,50367,33.71,7.84,200.1,0.35,-0.1
12/5/24,01:10:33PM,R2,,,75.2,18201.7,1261.56,50652,33.97,7.86,195.4,0.46,0.13
12/6/24,10:50:17AM,R1,,,75.4,19038.6,1317.26,50741,33.96,7.84,156.1,0.18,-0.26
12/6/24,10:52:29AM,R2,,,75.5,17133.5,1182.28,51173,34.23,7.85,154.9,0.29,-0.25
12/6/24,02:37:06PM,MiniOcean,,,76.3,53255.6,3689.95,48880,32.2,8.09,169.2,0.41,-0.31
12/9/24,02:54:30PM,MiniOcean,,,77.1,58916.8,4057.88,48959,31.95,8.1,127.3,0.26,-2.67
12/10/24,11:06:59AM,R1,,,75.3,21079.2,1454.77,51417,34.48,7.82,112.7,-0.53,-3.93
12/10/24,11:09:34AM,R2,,,75.5,18510.4,1271.39,52176,34.97,7.84,113.2,-0.49,-4
12/10/24,02:33:41PM,MiniOcean,,,77.1,61660.8,4243.29,49016,31.96,8.13,122.3,-0.16,-2.86
12/12/24,11:31:49AM,R1,,,75.6,20501.1,1418.51,50452,33.67,7.82,204.3,-0.48,-3.82
12/12/24,11:41:56AM,R2,,,75.5,17187.8,1189.15,50565,33.77,7.87,197.1,-0.53,-4.06
12/12/24,02:32:18PM,MiniOcean,,,76.8,54915.6,3788.07,49050,32.12,8.09,140.7,-0.43,-3.42
12/13/24,02:31:18PM,MiniOcean,,,75.4,49159.4,3446.03,47641,31.64,8.07,121.1,-0.47,-3.71
12/16/24,02:38:15PM,MiniOcean,,,76.3,1430.6,99.11,48844,32.15,8.16,161.4,-0.38,-2.88
12/17/24,11:47:57AM,R1,,,75.4,372.2,25.77,50473,33.73,7.85,176.7,-0.52,-3.73
12/17/24,11:49:50AM,R2,,,75.4,328.4,22.75,50470,33.75,7.88,173.9,-0.52,-4.03
12/17/24,12:57:21PM,MiniOcean,,,76.1,1687.1,117.05,48943,32.33,8.19,138.5,-0.46,-3.6
12/19/24,02:57:10PM,MiniOcean,,,76.6,1676.9,115.89,48990,32.17,8.17,146.7,-0.28,-2.77
12/20/24,09:42:10AM,R1,,,75.3,379.7,26.3,50587,33.86,7.84,152.9,-0.52,-3.75
12/20/24,09:44:22AM,R2,,,75.5,351.5,24.26,51162,34.24,7.9,153.2,-0.46,-3.86
12/20/24,02:51:06PM,MiniOcean,,,76.3,1316,91.19,48835,32.16,8.14,158.2,-0.45,-3.62
12/20/24,03:23:33PM,MiniOcean,,,76.4,1418.1,98.15,48993,32.25,8.16,129.1,-0.3,-1.81
12/20/24,03:38:33PM,MiniOcean,,,76.3,1124.7,77.89,48979,32.27,8.15,133.2,-0.31,-1.55
12/20/24,03:53:33PM,MiniOcean,,,76.2,1018.9,70.61,48939,32.27,8.14,136.8,-0.24,-0.37
12/20/24,04:08:33PM,MiniOcean,,,76.2,912.6,63.28,48909,32.27,8.13,139.8,-0.27,-1.48
12/20/24,04:23:33PM,MiniOcean,,,76.1,827.2,57.38,48879,32.27,8.12,142.3,-0.24,-1.04
12/20/24,04:38:33PM,MiniOcean,,,76.1,748.8,51.96,48860,32.26,8.11,144.4,-0.27,-0.9
12/20/24,04:53:33PM,MiniOcean,,,76.1,680.1,47.2,48855,32.26,8.1,145.9,-0.22,-0.79
12/20/24,05:08:33PM,MiniOcean,,,76.1,629.4,43.66,48874,32.26,8.1,146.6,-0.23,-1.39
12/20/24,05:23:33PM,MiniOcean,,,76.2,574.7,39.84,48901,32.25,8.09,148.3,-0.31,-1.34
12/20/24,05:38:33PM,MiniOcean,,,76.2,519.9,36.04,48915,32.25,8.08,150,-0.26,-1.43
12/20/24,05:53:33PM,MiniOcean,,,76.2,478.9,33.2,48916,32.26,8.08,151.4,-0.24,-1.13
12/20/24,06:08:33PM,MiniOcean,,,76.2,439.6,30.48,48908,32.25,8.07,152.4,-0.21,-1.41
12/20/24,06:23:32PM,MiniOcean,,,76.1,414.8,28.78,48861,32.26,8.07,153.9,-0.28,-2.09
12/20/24,06:38:32PM,MiniOcean,,,76,341.9,23.74,48806,32.26,8.06,156.2,-0.22,-1.88
12/20/24,06:53:32PM,MiniOcean,,,75.9,259,18,48765,32.26,8.06,157.6,-0.27,-2.1
12/20/24,07:08:32PM,MiniOcean,,,75.9,184.1,12.8,48727,32.26,8.05,157.2,-0.27,-2.04
12/20/24,07:23:32PM,MiniOcean,,,75.8,106.4,7.4,48697,32.25,8.05,156.5,-0.27,-2.2
12/20/24,07:38:32PM,MiniOcean,,,75.7,99.6,6.93,48665,32.26,8.04,155.7,-0.33,-2.47
12/20/24,07:53:32PM,MiniOcean,,,75.7,36.4,2.54,48660,32.26,8.04,154.5,-0.3,-2.56
12/20/24,08:08:32PM,MiniOcean,,,75.7,9.9,0.69,48633,32.26,8.04,153.4,-0.26,-2.37
12/20/24,08:23:32PM,MiniOcean,,,75.6,38.1,2.66,48609,32.25,8.03,151.3,-0.3,-2.54
12/20/24,08:38:32PM,MiniOcean,,,75.6,11.1,0.77,48587,32.26,8.03,148.8,-0.27,-1.98
12/20/24,08:53:32PM,MiniOcean,,,75.6,-54.9,-3.83,48579,32.25,8.03,146.6,-0.32,-2.45
12/20/24,09:08:32PM,MiniOcean,,,75.6,-28,-1.95,48574,32.25,8.03,144.7,-0.28,-2.61
12/20/24,09:23:32PM,MiniOcean,,,75.6,-15.2,-1.06,48562,32.25,8.03,142.8,-0.33,-2.52
12/20/24,09:38:32PM,MiniOcean,,,75.6,-48,-3.35,48565,32.26,8.03,142.4,-0.37,-2.35
12/20/24,09:53:32PM,MiniOcean,,,75.5,-51.1,-3.56,48534,32.25,8.03,140.5,-0.34,-2.7
12/20/24,10:08:32PM,MiniOcean,,,75.5,-27.7,-1.93,48527,32.25,8.03,138.9,-0.32,-2.58
12/20/24,10:23:32PM,MiniOcean,,,75.5,-27.1,-1.89,48509,32.24,8.03,138.4,-0.33,-2.72
12/20/24,10:38:32PM,MiniOcean,,,75.5,-48.5,-3.39,48507,32.25,8.03,136.8,-0.3,-2.64
12/20/24,10:53:32PM,MiniOcean,,,75.4,-63.4,-4.43,48498,32.25,8.02,137,-0.07,-2.76
12/20/24,11:08:32PM,MiniOcean,,,75.4,-79.2,-5.54,48471,32.26,8.02,135,-0.38,-2.62
12/20/24,11:23:31PM,MiniOcean,,,75.4,-56.5,-3.95,48459,32.26,8.02,134.3,-0.28,-2.7
12/20/24,11:38:31PM,MiniOcean,,,75.3,-71.9,-5.03,48409,32.25,8.02,132.1,-0.36,-2.84
12/20/24,11:53:31PM,MiniOcean,,,75.2,-75.9,-5.31,48396,32.26,8.02,132.7,-0.33,-2.86
12/21/24,00:08:31AM,MiniOcean,,,75.2,-56.9,-3.98,48373,32.26,8.02,131.8,-0.32,-2.88
12/21/24,00:23:31AM,MiniOcean,,,75.1,-65.7,-4.6,48346,32.27,8.02,130.7,-0.33,-2.96
12/21/24,00:38:31AM,MiniOcean,,,75.1,-80.3,-5.62,48324,32.27,8.02,128.7,-0.35,-3.05
12/21/24,00:53:31AM,MiniOcean,,,75,-81.3,-5.7,48296,32.26,8.02,125.8,-0.39,-2.22
12/21/24,01:08:31AM,MiniOcean,,,75,-94.7,-6.64,48292,32.26,8.02,124.5,-0.34,-2.7
12/21/24,01:23:31AM,MiniOcean,,,75,-111.1,-7.79,48263,32.26,8.02,123,-0.35,-3.05
12/21/24,01:38:31AM,MiniOcean,,,74.9,-102,-7.16,48241,32.26,8.02,122,-0.35,-2.98
12/21/24,01:53:31AM,MiniOcean,,,75,-113.2,-7.94,48249,32.26,8.02,121.2,-0.31,-1.79
12/21/24,02:08:31AM,MiniOcean,,,74.9,-131.3,-9.22,48224,32.26,8.02,119.6,-0.32,-2.87
12/21/24,02:23:31AM,MiniOcean,,,74.9,-109.2,-7.67,48207,32.26,8.02,119.7,-0.35,-2.63
12/21/24,02:38:31AM,MiniOcean,,,74.8,-93.4,-6.56,48188,32.27,8.02,118.6,-0.33,-2.93
12/21/24,02:53:31AM,MiniOcean,,,74.8,-108,-7.58,48176,32.26,8.02,117.1,-0.35,-2.93
12/21/24,03:08:31AM,MiniOcean,,,74.8,-110.8,-7.78,48195,32.27,8.02,116.6,-0.2,-2.57
12/21/24,03:23:31AM,MiniOcean,,,74.8,-97.7,-6.87,48179,32.26,8.02,116.2,-0.31,-3.01
12/21/24,03:38:31AM,MiniOcean,,,74.8,-107.6,-7.56,48178,32.26,8.01,115.8,-0.34,-2.98
12/21/24,03:53:31AM,MiniOcean,,,74.8,-113.8,-8,48170,32.27,8.01,115.7,-0.35,-2.87
12/21/24,04:08:30AM,MiniOcean,,,74.8,-122.6,-8.62,48171,32.27,8.01,117.3,-0.35,-2.74
12/21/24,04:23:30AM,MiniOcean,,,74.8,-124.2,-8.73,48170,32.27,8.01,117.3,-0.36,-2.96
12/21/24,04:38:30AM,MiniOcean,,,74.8,-139,-9.76,48176,32.27,8.01,117.1,-0.34,-2.95
12/21/24,04:53:30AM,MiniOcean,,,74.8,-140.2,-9.85,48167,32.27,8.01,118.3,-0.29,-2.77
12/21/24,05:08:30AM,MiniOcean,,,74.7,-117.7,-8.27,48133,32.27,8.01,118,-0.36,0.41
12/21/24,05:23:30AM,MiniOcean,,,74.6,-129.9,-9.14,48080,32.28,8.01,119.1,-0.35,-2.97
12/21/24,05:38:30AM,MiniOcean,,,74.6,-138.3,-9.74,48059,32.28,8.01,119,-0.34,-2.53
12/21/24,05:53:30AM,MiniOcean,,,74.6,-139.4,-9.82,48043,32.27,8.01,114.6,-0.32,-2.9
12/21/24,06:08:30AM,MiniOcean,,,74.7,-120.8,-8.5,48092,32.26,8.01,107.9,-0.35,-2.88
12/21/24,06:23:30AM,MiniOcean,,,74.7,-84.2,-5.92,48119,32.27,8.01,106.7,-0.34,-2.86
12/21/24,06:38:30AM,MiniOcean,,,74.7,-54.4,-3.82,48134,32.26,8.01,109,-0.33,-2.82
12/21/24,06:53:30AM,MiniOcean,,,74.7,-24.6,-1.73,48141,32.27,8.02,113.8,-0.28,-2.56
12/21/24,07:08:30AM,MiniOcean,,,74.8,-0.5,-0.04,48150,32.27,8.02,119.2,-0.12,-1.93
12/21/24,07:23:30AM,MiniOcean,,,74.8,25.2,1.77,48159,32.26,8.02,124.5,-0.26,-2.19
12/21/24,07:38:30AM,MiniOcean,,,74.8,45.4,3.19,48163,32.27,8.02,127.6,0.21,-1.88
12/21/24,07:53:30AM,MiniOcean,,,74.8,70.1,4.92,48169,32.27,8.02,131.2,-0.02,-2.48
12/21/24,08:08:30AM,MiniOcean,,,74.8,136,9.55,48185,32.27,8.03,132.4,-0.05,-2.33
12/21/24,08:23:30AM,MiniOcean,,,74.9,240.7,16.89,48236,32.26,8.04,136.8,0.15,-1.48
12/21/24,08:38:30AM,MiniOcean,,,75.1,369.3,25.88,48312,32.26,8.06,139.5,0.12,-0.85
12/21/24,08:53:29AM,MiniOcean,,,75.2,508.5,35.58,48397,32.26,8.07,135.9,0.37,-1.17
12/21/24,09:08:29AM,MiniOcean,,,75.4,619.5,43.26,48493,32.26,8.08,124.2,0.03,-1.84
12/21/24,09:23:29AM,MiniOcean,,,75.6,765.2,53.34,48601,32.26,8.1,128.1,-0.01,-1.8
12/21/24,09:38:29AM,MiniOcean,,,75.8,893.5,62.18,48702,32.26,8.11,127,0.17,-1.38
12/21/24,09:53:29AM,MiniOcean,,,76,1016.5,70.6,48809,32.26,8.13,127.1,-0.01,-1.53
12/21/24,10:08:29AM,MiniOcean,,,76.1,1139.6,79.03,48895,32.26,8.14,120.3,0.02,-1.35
12/21/24,10:23:29AM,MiniOcean,,,76.3,1258,87.12,48974,32.26,8.16,124,0.06,-1.21
12/21/24,10:38:29AM,MiniOcean,,,76.4,1368.1,94.62,49042,32.26,8.18,127.8,0.15,-0.39
12/21/24,10:53:29AM,MiniOcean,,,76.5,1466.5,101.32,49098,32.25,8.19,128.3,0.19,1.18
12/21/24,11:08:29AM,MiniOcean,,,76.7,1550.1,106.98,49148,32.25,8.21,129.6,0.54,3.45
12/21/24,11:23:29AM,MiniOcean,,,76.8,1607.4,110.85,49178,32.23,8.22,129.8,0.58,5.67
12/21/24,11:38:29AM,MiniOcean,,,76.8,1645.8,113.43,49209,32.23,8.22,130.7,0.86,8.94
12/21/24,11:53:29AM,MiniOcean,,,76.9,1661,114.45,49211,32.22,8.23,130.9,1.18,10.44
12/21/24,12:08:29PM,MiniOcean,,,76.9,1684,115.99,49226,32.21,8.23,132.2,1.59,11.08
12/21/24,12:23:29PM,MiniOcean,,,76.9,1700.4,117.1,49211,32.19,8.24,133.5,1.59,15.69
12/21/24,12:38:29PM,MiniOcean,,,76.9,1707.6,117.66,49148,32.16,8.24,136.3,2.34,17.83
12/21/24,12:53:29PM,MiniOcean,,,76.9,1706.3,117.59,49140,32.16,8.24,138.2,3.48,50.23
12/21/24,01:08:29PM,MiniOcean,,,76.8,1701.3,117.27,49115,32.15,8.25,139.7,2.86,9.67
12/21/24,01:23:29PM,MiniOcean,,,76.8,1679.6,115.85,49069,32.14,8.24,142.2,3.19,13.04
12/21/24,01:38:29PM,MiniOcean,,,76.8,1655.1,114.16,49082,32.15,8.24,145.2,3.69,13.45
12/21/24,01:53:29PM,MiniOcean,,,76.7,1624.2,112.08,49058,32.15,8.24,148,4.15,16.47
12/21/24,02:08:28PM,MiniOcean,,,76.7,1587.8,109.62,49025,32.15,8.23,150.8,4.35,19.96
12/21/24,02:23:28PM,MiniOcean,,,76.6,1537.8,106.23,48996,32.15,8.23,153.1,4.9,21.97
12/21/24,02:38:28PM,MiniOcean,,,76.5,1473,101.82,48963,32.16,8.22,155.9,5.33,19.35
12/21/24,02:53:28PM,MiniOcean,,,76.4,1405.2,97.25,48910,32.16,8.21,158.7,5.41,20.01
12/21/24,03:08:28PM,MiniOcean,,,76.3,1332,92.29,48835,32.15,8.2,161.3,5.52,12.85
12/21/24,03:23:28PM,MiniOcean,,,76.3,1252.2,86.81,48777,32.13,8.19,163.9,6.09,13.86
12/21/24,03:38:28PM,MiniOcean,,,76.2,1168.1,81.05,48731,32.13,8.18,164.7,6.36,17.67
12/21/24,03:53:28PM,MiniOcean,,,76.1,1080.1,75.01,48690,32.14,8.17,166.8,6.3,14.98
12/21/24,04:08:28PM,MiniOcean,,,76.1,1003.6,69.71,48656,32.12,8.16,168.2,6.47,15.18
12/21/24,04:23:28PM,MiniOcean,,,76,920.1,63.93,48641,32.12,8.14,169.6,6.52,15.61
12/21/24,04:38:28PM,MiniOcean,,,76,858.6,59.67,48629,32.12,8.13,170.2,6.44,15.37
12/21/24,04:53:28PM,MiniOcean,,,76,795.9,55.31,48629,32.12,8.13,170.8,6.74,15.68
12/21/24,05:08:28PM,MiniOcean,,,76.1,733.9,50.98,48657,32.13,8.12,171.4,6.55,15.2
12/21/24,05:23:28PM,MiniOcean,,,76.1,678.3,47.11,48670,32.12,8.11,171.1,6.27,15.24
12/21/24,05:38:28PM,MiniOcean,,,76.1,631.8,43.86,48695,32.13,8.1,171.6,6.16,14.63
12/21/24,05:53:28PM,MiniOcean,,,76.1,594.1,41.25,48686,32.13,8.1,172.1,6.1,14.79
12/21/24,06:08:28PM,MiniOcean,,,76.1,555.2,38.55,48677,32.12,8.09,173,5.54,14.07
12/21/24,06:23:28PM,MiniOcean,,,76,475,33.01,48649,32.14,8.08,173.7,8.79,14.41
12/21/24,06:38:28PM,MiniOcean,,,75.9,416.5,28.96,48619,32.15,8.08,173.8,4.64,14.9
12/21/24,06:53:28PM,MiniOcean,,,75.8,337.8,23.52,48562,32.15,8.07,174.2,3.57,12.35
12/21/24,07:08:27PM,MiniOcean,,,75.8,267,18.6,48542,32.14,8.06,173.5,3.48,12.09
12/21/24,07:23:27PM,MiniOcean,,,75.8,217.9,15.17,48529,32.15,8.06,172.4,3.04,12.36
12/21/24,07:38:27PM,MiniOcean,,,75.7,172.2,12,48511,32.14,8.05,172.2,3.07,10.57
12/21/24,07:53:27PM,MiniOcean,,,75.7,141.4,9.85,48500,32.14,8.05,171.2,2.99,11.3
12/21/24,08:08:27PM,MiniOcean,,,75.7,115.9,8.08,48463,32.14,8.04,169.6,2.76,11.4
12/21/24,08:23:27PM,MiniOcean,,,75.6,87.4,6.1,48444,32.15,8.04,168.2,2.48,9.44
12/21/24,08:38:27PM,MiniOcean,,,75.5,56.6,3.95,48413,32.15,8.04,165.2,2.39,9.12
12/21/24,08:53:27PM,MiniOcean,,,75.5,30.1,2.1,48392,32.15,8.04,164.5,2.26,8.89
12/21/24,09:08:27PM,MiniOcean,,,75.5,20,1.4,48373,32.15,8.04,163,2.23,9.45
12/21/24,09:23:27PM,MiniOcean,,,75.4,19.5,1.36,48341,32.16,8.04,161.3,2.03,7.8
12/21/24,09:38:27PM,MiniOcean,,,75.3,-6.7,-0.47,48318,32.16,8.04,159.7,1.95,6.56
12/21/24,09:53:27PM,MiniOcean,,,75.3,0.1,0.01,48290,32.17,8.04,158.5,1.87,5.9
12/21/24,10:08:27PM,MiniOcean,,,75.2,3.4,0.24,48269,32.16,8.04,157,1.68,6.33
12/21/24,10:23:27PM,MiniOcean,,,75.2,9.1,0.64,48249,32.16,8.03,154.7,1.74,7.52
12/21/24,10:38:27PM,MiniOcean,,,75.1,-8.8,-0.62,48218,32.17,8.03,152.3,1.44,5.76
12/21/24,10:53:27PM,MiniOcean,,,75.1,-11.3,-0.79,48206,32.17,8.03,150.9,1.35,4.41
12/21/24,11:08:27PM,MiniOcean,,,75.1,-16.5,-1.16,48179,32.17,8.03,149.9,1.32,2.89
12/21/24,11:23:27PM,MiniOcean,,,75,-25.7,-1.8,48161,32.16,8.03,149,1.21,2.78
12/21/24,11:38:27PM,MiniOcean,,,75,-31.3,-2.19,48148,32.18,8.03,147.7,1.07,3.16
12/21/24,11:53:27PM,MiniOcean,,,75,-29.8,-2.09,48144,32.18,8.03,146.5,1.31,6.38
12/22/24,00:08:26AM,MiniOcean,,,74.9,-25.9,-1.82,48118,32.18,8.03,145.2,1.05,1.69
12/22/24,00:23:26AM,MiniOcean,,,74.9,-38.7,-2.72,48098,32.17,8.03,143.5,0.99,1.2
12/22/24,00:38:26AM,MiniOcean,,,74.9,-37,-2.6,48100,32.17,8.03,142.6,1.02,1.32
12/22/24,00:53:26AM,MiniOcean,,,74.8,-43.3,-3.04,48085,32.18,8.03,141.2,0.9,0.52
12/22/24,01:08:26AM,MiniOcean,,,74.8,-64.4,-4.53,48074,32.19,8.03,141.3,0.82,1.75
12/22/24,01:23:26AM,MiniOcean,,,74.8,-63.9,-4.49,48069,32.19,8.03,138.8,0.79,-0.34
12/22/24,01:38:26AM,MiniOcean,,,74.8,-67.2,-4.73,48060,32.18,8.03,139.2,0.96,-0.57
12/22/24,01:53:26AM,MiniOcean,,,74.8,-67.3,-4.73,48058,32.18,8.03,139,0.68,-0.85
12/22/24,02:08:26AM,MiniOcean,,,74.8,-95,-6.68,48042,32.18,8.02,137.8,0.62,-0.91
12/22/24,02:23:26AM,MiniOcean,,,74.8,-85.8,-6.03,48044,32.18,8.02,137.7,0.59,-0.63
12/22/24,02:38:26AM,MiniOcean,,,74.7,-98.5,-6.93,48040,32.2,8.02,137.4,0.59,-0.53
12/22/24,02:53:26AM,MiniOcean,,,74.8,-95.6,-6.72,48034,32.17,8.02,138.4,0.48,-1.25
12/22/24,03:08:26AM,MiniOcean,,,74.7,-90.1,-6.33,48030,32.19,8.02,137.9,0.38,-0.39
12/22/24,03:23:26AM,MiniOcean,,,74.7,-101.8,-7.16,48029,32.2,8.02,136.9,0.34,-1.1
12/22/24,03:38:26AM,MiniOcean,,,74.7,-115.9,-8.15,48023,32.19,8.02,137.1,0.38,-1.15
12/22/24,03:53:26AM,MiniOcean,,,74.7,-115,-8.09,48021,32.2,8.02,136.1,0.28,-1.53
12/22/24,04:08:26AM,MiniOcean,,,74.7,-131.3,-9.24,48021,32.2,8.02,134.8,0.3,-1.65
12/22/24,04:23:26AM,MiniOcean,,,74.7,-105.9,-7.45,48021,32.2,8.02,136.4,0.3,-1.42
12/22/24,04:38:26AM,MiniOcean,,,74.7,-114.8,-8.08,48018,32.2,8.02,135.5,0.22,-1.69
12/22/24,04:53:25AM,MiniOcean,,,74.7,-123.3,-8.68,48022,32.21,8.02,136.6,0.22,-1.69
12/22/24,05:08:25AM,MiniOcean,,,74.6,-127.5,-8.98,47974,32.2,8.02,136.4,0.22,-1.28
12/22/24,05:23:25AM,MiniOcean,,,74.5,-139.2,-9.81,47919,32.2,8.01,136.1,0.27,-0.58
12/22/24,05:38:25AM,MiniOcean,,,74.4,-168.9,-11.92,47904,32.22,8.01,133.2,0.2,-0.87
12/22/24,05:53:25AM,MiniOcean,,,74.4,-141.6,-9.99,47892,32.2,8.02,134.1,0.21,-0.91
12/22/24,06:08:25AM,MiniOcean,,,74.6,-130.3,-9.18,47957,32.2,8.01,128.5,0.23,-1.89
12/22/24,06:23:25AM,MiniOcean,,,74.6,-101.9,-7.18,47976,32.21,8.02,125.6,0.2,-1.79
12/22/24,06:38:25AM,MiniOcean,,,74.6,-66.2,-4.66,47996,32.21,8.02,126.8,0.47,-1.21
12/22/24,06:53:25AM,MiniOcean,,,74.7,-29.3,-2.06,48008,32.2,8.02,129.8,0.24,-1.24
12/22/24,07:08:25AM,MiniOcean,,,74.6,-12.8,-0.9,48010,32.21,8.02,134.3,0.2,-1.24
12/22/24,07:23:25AM,MiniOcean,,,74.7,18.4,1.3,48020,32.21,8.03,139.4,0.23,-1.13
12/22/24,07:38:25AM,MiniOcean,,,74.7,48.7,3.42,48027,32.21,8.03,143.3,0.25,-0.68
12/22/24,07:53:25AM,MiniOcean,,,74.7,77.4,5.45,48036,32.21,8.03,147.6,0.23,0.2
12/22/24,08:08:25AM,MiniOcean,,,74.7,134,9.42,48054,32.21,8.04,148.9,0.18,-0.67
12/22/24,08:23:25AM,MiniOcean,,,74.8,246.7,17.34,48099,32.21,8.05,151.2,0.24,-0.18
12/22/24,08:38:25AM,MiniOcean,,,74.9,381.8,26.8,48171,32.21,8.06,153.2,0.39,-0.14
12/22/24,08:53:25AM,MiniOcean,,,75.1,508.5,35.63,48259,32.21,8.08,148.9,0.32,0.08
12/22/24,09:08:25AM,MiniOcean,,,75.3,635,44.42,48351,32.21,8.09,139,0.22,0.59
12/22/24,09:23:25AM,MiniOcean,,,75.5,762.2,53.22,48451,32.21,8.1,132.5,0.39,1.68
12/22/24,09:38:24AM,MiniOcean,,,75.7,891.6,62.14,48551,32.2,8.12,137.4,0.29,1.44
12/22/24,09:53:24AM,MiniOcean,,,75.8,1011.4,70.37,48649,32.2,8.14,140.5,0.43,2.1
12/22/24,10:08:24AM,MiniOcean,,,76,1122.9,78,48736,32.2,8.15,144,0.38,2.24
12/22/24,10:23:24AM,MiniOcean,,,76.2,1236,85.74,48811,32.2,8.17,146.6,0.33,3.44
12/22/24,10:38:24AM,MiniOcean,,,76.3,1343.8,93.09,48875,32.19,8.18,148.5,0.43,5.79
12/22/24,10:53:24AM,MiniOcean,,,76.4,1448.4,100.23,48938,32.19,8.2,150.2,0.58,6.78
12/22/24,11:08:24AM,MiniOcean,,,76.5,1534.7,106.08,48987,32.17,8.21,150.8,0.74,10.34
12/22/24,11:23:24AM,MiniOcean,,,76.6,1588.7,109.72,49019,32.16,8.22,151.3,3.61,13.01
12/22/24,11:38:24AM,MiniOcean,,,76.7,1640.9,113.26,49042,32.15,8.23,152.1,3.67,13.53
12/22/24,11:53:24AM,MiniOcean,,,76.7,1661.5,114.66,49035,32.13,8.24,152.6,5.16,16.27
12/22/24,12:08:24PM,MiniOcean,,,76.8,1699.4,117.25,49049,32.13,8.24,155.1,7.54,21.95
12/22/24,12:23:24PM,MiniOcean,,,76.8,1729.9,119.34,49040,32.12,8.25,158.4,6.52,28.86
12/22/24,12:38:24PM,MiniOcean,,,76.7,1741.9,120.23,49011,32.12,8.26,159.2,7.96,32.99
12/22/24,12:53:24PM,MiniOcean,,,76.7,1732.9,119.64,48982,32.11,8.26,160.2,8.32,39.1
12/22/24,01:08:24PM,MiniOcean,,,76.7,1727.3,119.3,48931,32.08,8.26,162.2,9.03,45.63
12/22/24,01:23:24PM,MiniOcean,,,76.6,1711.5,118.27,48883,32.06,8.26,163.2,9.69,50.48
12/22/24,01:38:24PM,MiniOcean,,,76.6,1682.4,116.3,48848,32.05,8.25,164.6,11.62,56.64
12/22/24,01:53:24PM,MiniOcean,,,76.6,1640.5,113.47,48791,32.02,8.25,166.5,11.32,63.52
12/22/24,02:08:24PM,MiniOcean,,,76.5,1606,111.14,48733,32,8.25,168.3,7.49,65.69
12/22/24,02:23:24PM,MiniOcean,,,76.5,1555.3,107.7,48719,32.01,8.24,169.7,7.76,70.27
12/22/24,02:38:24PM,MiniOcean,,,76.4,1489.7,103.23,48676,32.01,8.23,171.6,8.14,59.1
12/22/24,02:53:23PM,MiniOcean,,,76.3,1415.9,98.18,48632,32.01,8.22,169.9,7.42,63.21
12/22/24,03:08:23PM,MiniOcean,,,76.2,1323.4,91.84,48575,32,8.21,171.9,7.59,60.89
12/22/24,03:23:23PM,MiniOcean,,,76.2,1224.6,85.04,48552,32.01,8.19,174.1,7.81,63.27
12/22/24,03:38:23PM,MiniOcean,,,76.1,1128.7,78.44,48501,31.99,8.18,175.8,8.01,63.24
12/22/24,03:53:23PM,MiniOcean,,,76.1,1028.5,71.5,48469,31.99,8.16,176.4,7.97,64.32
12/22/24,04:08:23PM,MiniOcean,,,76,942.2,65.52,48457,31.99,8.15,177.8,7.56,42.08
12/22/24,04:23:23PM,MiniOcean,,,76,856.2,59.55,48456,31.99,8.14,178.1,7.6,41.64
